movieID,MovieName,MovieYear,vis_x,vis_y,estimate_type,Genres,rating_count,ratings
37,Across the Sea of Time ,1995.0,-2.7846897,-18.639639000000003,3,Documentary|IMAX,85.0,3.0176470588235293
38,It Takes Two ,1995.0,-0.44406894,-24.130854,2,Children|Comedy,552.0,2.857789855072464
39,Clueless ,1995.0,4.9046726,-21.726791,2,Comedy|Romance,26254.0,3.413632208425383
40,"Cry, the Beloved Country ",1995.0,4.1184244,-21.662668,0,Drama,886.0,3.646726862302483
41,Richard III ,1995.0,4.935501599999999,-21.125957,0,Drama|War,4689.0,3.8521006611217743
42,Dead Presidents ,1995.0,0.43695137,-22.843206,2,Action|Crime|Drama,2467.0,3.0551276854479124
43,Restoration ,1995.0,3.8127928,-21.886597000000002,2,Drama,2552.0,3.4684561128526648
44,Mortal Kombat ,1995.0,-0.13974862,-24.968666,2,Action|Adventure|Fantasy,10697.0,2.653874918201365
45,To Die For ,1995.0,5.065353400000001,-21.138039000000003,0,Comedy|Drama|Thriller,8933.0,3.3843613567670436
46,How to Make an American Quilt ,1995.0,0.3657376,-24.56409,2,Drama|Romance,3205.0,3.2748829953198126
47,Seven (a.k.a. Se7en) ,1995.0,4.1600150000000005,-21.851028,0,Mystery|Thriller,43249.0,4.053492566302111
48,Pocahontas ,1995.0,0.27227455,-24.900558,2,Animation|Children|Drama|Musical|Romance,13046.0,2.9461137513414073
49,When Night Is Falling ,1995.0,3.1975868,-18.454844,0,Drama|Romance,236.0,3.5847457627118646
50,"Usual Suspects, The ",1995.0,4.235419,-21.953335,0,Crime|Mystery|Thriller,47006.0,4.334372207803259
51,Guardian Angel ,1994.0,-11.930189,-15.513169,1,Action|Drama|Thriller,27.0,2.5555555555555554
52,Mighty Aphrodite ,1995.0,4.858107599999999,-21.484217,0,Comedy|Drama|Romance,9320.0,3.541148068669528
53,Lamerica ,1994.0,3.3524714,-17.833963,0,Adventure|Drama,150.0,3.6966666666666668
54,"Big Green, The ",1995.0,-0.26805446,-24.461687,2,Children|Comedy,956.0,2.8546025104602513
55,Georgia ,1995.0,2.7835400000000003,-21.098066,0,Drama,939.0,3.241214057507987
56,Kids of the Round Table ,1995.0,-9.481542,-17.841076,1,Adventure|Children|Fantasy,70.0,1.8714285714285714
57,Home for the Holidays ,1995.0,3.6246104,-21.389104999999997,0,Drama,2439.0,3.324518245182452
58,"Postman, The (Postino, Il) ",1994.0,4.917571499999999,-21.743608,0,Comedy|Drama|Romance,11549.0,3.978396397956533
59,"Confessional, The (Confessionnal, Le) ",1995.0,3.775034,-18.413988,0,Drama|Mystery,191.0,3.56020942408377
60,"Indian in the Cupboard, The ",1995.0,0.49035296,-24.536509,2,Adventure|Children|Fantasy,6313.0,3.114446380484714
61,Eye for an Eye ,1996.0,0.050304376,-24.7827,2,Drama|Thriller,2281.0,3.3231039017974573
62,Mr. Holland's Opus ,1995.0,0.5001443,-24.794846,2,Drama,19381.0,3.7318249832309993
63,Don't Be a Menace to South Central While Drinking Your Juice in the Hood ,1996.0,-0.41824928,-23.229689999999998,2,Comedy|Crime,2334.0,3.06662382176521
64,Two if by Sea ,1996.0,-0.11663076,-24.824259,2,Comedy|Romance,2086.0,2.829817833173538
65,Bio-Dome ,1996.0,-0.33542433,-24.871353,2,Comedy,4864.0,2.3942228618421053
66,Lawnmower Man 2: Beyond Cyberspace ,1996.0,-0.18720637,-24.985031,2,Action|Sci-Fi|Thriller,2371.0,2.144242935470266
67,Two Bits ,1995.0,2.6050346,-20.936504,0,Drama,170.0,3.35
68,French Twist (Gazon maudit) ,1995.0,3.3722744,-21.251259,0,Comedy|Romance,1238.0,3.4369951534733443
69,Friday ,1995.0,1.5448035,-22.164585,0,Comedy,4288.0,3.560634328358209
70,From Dusk Till Dawn ,1996.0,1.8918755,-22.490145000000002,2,Action|Comedy|Horror|Thriller,12712.0,3.2774543738200124
71,Fair Game ,1995.0,-0.19580543,-24.930412,2,Action,1295.0,2.3552123552123554
72,Kicking and Screaming ,1995.0,3.4551482000000004,-19.7376,0,Comedy|Drama,1230.0,3.502439024390244
73,"Misérables, Les ",1995.0,4.3418374,-21.95341,0,Drama|War,2955.0,3.8067681895093064
74,Bed of Roses ,1996.0,0.11781964,-24.862676999999998,2,Drama|Romance,3514.0,3.3022196926579395
75,Big Bully ,1996.0,-0.7128975000000001,-24.11113,2,Comedy|Drama,558.0,2.4623655913978495
76,Screamers ,1995.0,-0.17659894,-24.160442,2,Action|Sci-Fi|Thriller,3380.0,3.0090236686390535
77,Nico Icon ,1995.0,3.3200157,-18.158993,0,Documentary,221.0,3.429864253393665
78,"Crossing Guard, The ",1995.0,2.9309703999999996,-20.889853,0,Action|Crime|Drama|Thriller,1226.0,3.180668841761827
79,"Juror, The ",1996.0,0.040904365,-24.947285,2,Drama|Thriller,5535.0,3.1285456187895213
80,"White Balloon, The (Badkonake sefid) ",1995.0,4.2381910000000005,-18.631567,0,Children|Drama,575.0,3.7243478260869565
81,Things to Do in Denver When You're Dead ,1995.0,2.5469003,-22.441426999999997,2,Crime|Drama|Romance,3209.0,3.267373013399813
82,Antonia's Line (Antonia) ,1995.0,4.640154,-21.432388,0,Comedy|Drama,2538.0,4.004925137903862
83,Once Upon a Time... When We Were Colored ,1995.0,3.9874370000000003,-21.042187,0,Drama|Romance,594.0,3.653198653198653
84,Last Summer in the Hamptons ,1995.0,2.969689,-18.227747,0,Comedy|Drama,158.0,3.4177215189873418
85,Angels and Insects ,1995.0,3.9995098,-20.858229,0,Drama|Romance,2714.0,3.531134856300663
86,White Squall ,1996.0,0.16422446,-24.463274,2,Action|Adventure|Drama,4308.0,3.483402971216342
87,Dunston Checks In ,1996.0,-0.38563585,-24.513412,2,Children|Comedy,976.0,2.3596311475409837
88,Black Sheep ,1996.0,-0.66069186,-24.144821,2,Comedy,4864.0,3.1076274671052633
89,Nick of Time ,1995.0,0.0095625995,-24.213207,2,Action|Thriller,3247.0,3.139821373575608
90,"Journey of August King, The ",1995.0,3.0227573,-20.728479999999998,0,Drama,214.0,3.357476635514019
92,Mary Reilly ,1996.0,-0.13885413,-24.131401,2,Drama|Horror|Thriller,2303.0,2.8541033434650456
93,Vampire in Brooklyn ,1995.0,-0.23316349,-24.892134,2,Comedy|Horror|Romance,1966.0,2.528738555442523
94,Beautiful Girls ,1996.0,3.5617259,-21.279383,0,Comedy|Drama|Romance,4030.0,3.526923076923077
95,Broken Arrow ,1996.0,0.03730473,-24.967314000000002,2,Action|Adventure|Thriller,22104.0,3.0946435034382915
96,In the Bleak Midwinter ,1995.0,3.9919019000000002,-20.119926,0,Comedy|Drama,483.0,3.6873706004140785
97,"Hate (Haine, La) ",1995.0,4.164749,-19.864975,0,Crime|Drama,1963.0,3.9964340295466125
98,Shopping ,1994.0,-4.6707144,-18.420054999999998,3,Action|Thriller,81.0,2.4876543209876543
99,Heidi Fleiss: Hollywood Madam ,1995.0,2.9453869999999998,-18.46219,0,Documentary,726.0,3.105371900826446
100,City Hall ,1996.0,0.2339353,-24.127449,2,Drama|Thriller,4115.0,3.22138517618469
101,Bottle Rocket ,1996.0,4.890743,-20.095173000000003,0,Adventure|Comedy|Crime|Romance,4298.0,3.786295951605398
102,Mr. Wrong ,1996.0,-0.39556238,-24.535133,2,Comedy,1992.0,2.4294678714859437
103,Unforgettable ,1996.0,0.1543829,-24.060318,2,Mystery|Sci-Fi|Thriller,1133.0,3.2691968225948806
104,Happy Gilmore ,1996.0,-0.5891661,-23.707487,2,Comedy,17915.0,3.4170806586659226
105,"Bridges of Madison County, The ",1995.0,0.6378058000000001,-24.723476,2,Drama|Romance,9620.0,3.326299376299376
106,Nobody Loves Me (Keiner liebt mich) ,1994.0,3.1043952,-17.798681,0,Comedy|Drama,134.0,3.4440298507462686
107,Muppet Treasure Island ,1996.0,0.15112060000000002,-23.89569,2,Adventure|Children|Comedy|Musical,6376.0,3.2153387703889584
108,Catwalk ,1996.0,1.0418969,-21.504421,0,Documentary,125.0,3.092
109,Headless Body in Topless Bar ,1995.0,-12.545611,-10.94628,4,Comedy|Drama|Thriller,16.0,2.0625
110,Braveheart ,1995.0,1.0851392,-24.467333,2,Action|Drama|War,53769.0,4.042533802004873
111,Taxi Driver ,1976.0,5.302322,-20.887224,0,Crime|Drama|Thriller,24481.0,4.110575548384461
112,Rumble in the Bronx (Hont faan kui) ,1995.0,0.29572800000000005,-23.86335,2,Action|Adventure|Comedy|Crime,11890.0,3.412573591253154
113,Before and After ,1996.0,0.08712616,-23.913534,2,Drama|Mystery,1089.0,3.1092745638200183
114,Margaret's Museum ,1995.0,3.5623975,-18.888475,0,Drama,247.0,3.619433198380567
115,"Happiness Is in the Field (Bonheur est dans le pré, Le) ",1995.0,-8.6581335,-17.617603,1,Comedy,38.0,3.4078947368421053
116,Anne Frank Remembered ,1995.0,4.229086,-20.568329000000002,0,Documentary,949.0,3.9373024236037937
117,"Young Poisoner's Handbook, The ",1995.0,3.6716727999999996,-20.520101999999998,0,Crime|Drama,1264.0,3.589398734177215
118,If Lucy Fell ,1996.0,0.1522522,-23.32135,2,Comedy|Romance,1136.0,3.0110035211267605
119,"Steal Big, Steal Little ",1995.0,0.18260399,-22.900341,2,Comedy,264.0,2.772727272727273
120,Race the Sun ,1996.0,-0.47807562,-22.812284,2,Adventure|Comedy|Drama,147.0,2.880952380952381
121,"Boys of St. Vincent, The ",1992.0,4.3485336,-20.007204,0,Drama,837.0,3.7532855436081243
122,Boomerang ,1992.0,-0.16692734,-24.322682999999998,2,Comedy|Romance,3888.0,2.8676697530864197
123,Chungking Express (Chung Hing sam lam) ,1994.0,4.50729,-19.554728,0,Drama|Mystery|Romance,2309.0,3.9692507579038545
124,"Star Maker, The (Uomo delle stelle, L') ",1995.0,3.7890317000000002,-20.018572,0,Drama,319.0,3.498432601880878
125,Flirting With Disaster ,1996.0,4.539356,-20.724016,0,Comedy,3518.0,3.7556850483229107
126,"NeverEnding Story III, The ",1994.0,-0.30804843,-24.719955,2,Adventure|Children|Fantasy,1376.0,2.312136627906977
127,"Silences of the Palace, The (Saimt el Qusur) ",1994.0,-7.3711185,-18.07809,1,Drama,41.0,3.2560975609756095
128,Jupiter's Wife ,1994.0,-0.55319226,-17.506262,3,Documentary,75.0,3.5
129,Pie in the Sky ,1996.0,0.8283809000000001,-20.768175,0,Comedy|Romance,190.0,3.163157894736842
130,Angela ,1995.0,-9.717659,-17.246513,1,Drama,39.0,3.1153846153846154
131,Frankie Starlight ,1995.0,3.1059002999999996,-19.758770000000002,0,Drama|Romance,194.0,3.2912371134020617
132,Jade ,1995.0,-0.18158163,-24.768877,2,Thriller,2123.0,2.773198304286387
133,Nueba Yol ,1995.0,-12.666042,-12.904878,1,Comedy|Drama,19.0,2.6052631578947367
134,Sonic Outlaws ,1995.0,-8.477546,-17.357197,1,Documentary,36.0,3.6527777777777777
135,Down Periscope ,1996.0,-0.14335989999999998,-24.96406,2,Comedy,6305.0,2.9980174464710547
136,From the Journals of Jean Seberg ,1995.0,1.9213689999999999,-17.173828,0,Documentary,102.0,3.549019607843137
137,Man of the Year ,1995.0,2.9991915000000002,-20.757437,0,Documentary,226.0,3.2853982300884956
138,"Neon Bible, The ",1995.0,0.44439915,-18.022489999999998,0,Drama,137.0,3.2846715328467155
139,Target ,1995.0,-7.6444306,-18.712475,1,Action|Drama,41.0,3.073170731707317
140,Up Close and Personal ,1996.0,0.1546335,-24.957657,2,Drama|Romance,5073.0,3.2938103686181748
141,"Birdcage, The ",1996.0,4.337701,-22.325466,2,Comedy,22020.0,3.5122161671207994
142,Shadows (Cienie) ,1988.0,-8.161543,-18.75469,1,Drama,41.0,3.0609756097560976
143,Gospa ,1995.0,-12.758111,-11.020795,4,Drama,14.0,2.142857142857143
144,"Brothers McMullen, The ",1995.0,4.171687,-21.90305,2,Comedy,4505.0,3.4771365149833517
145,Bad Boys ,1995.0,-0.1334767,-24.37724,2,Action|Comedy|Crime|Drama|Thriller,11975.0,3.2507724425887266
146,"Amazing Panda Adventure, The ",1995.0,-0.15716814,-24.181366,2,Adventure|Children,580.0,2.9120689655172414
147,"Basketball Diaries, The ",1995.0,3.3363235,-21.814138,0,Drama,4118.0,3.5829286061194754
148,"Awfully Big Adventure, An ",1995.0,0.62649006,-18.13968,0,Drama,357.0,2.8893557422969187
149,Amateur ,1994.0,4.082399,-20.378107,0,Crime|Drama|Thriller,1091.0,3.6943171402383133
150,Apollo 13 ,1995.0,0.8749370999999999,-24.56865,2,Adventure|Drama|IMAX,47777.0,3.86859786089541
151,Rob Roy ,1995.0,0.7654411,-24.54007,2,Action|Drama|Romance|War,12616.0,3.539037729866836
152,"Addiction, The ",1995.0,0.48835969999999995,-18.10473,0,Drama|Horror,651.0,3.1044546850998462
153,Batman Forever ,1995.0,0.09798321,-24.936125,2,Action|Adventure|Comedy|Crime,32867.0,2.894727234003712
154,Beauty of the Day (Belle de jour) ,1967.0,4.9671407,-19.43745,0,Drama,3010.0,3.8019933554817276
155,Beyond Rangoon ,1995.0,0.50121856,-23.538378,2,Adventure|Drama|War,1276.0,3.4079153605015673
156,Blue in the Face ,1995.0,3.7280089999999997,-21.611387,0,Comedy|Drama,1663.0,3.5279615153337343
157,Canadian Bacon ,1995.0,-0.23285215,-23.00785,2,Comedy|War,2596.0,2.7846687211093992
158,Casper ,1995.0,0.14276358,-24.965992,2,Adventure|Children,12625.0,2.932
159,Clockers ,1995.0,3.8456268,-21.133097,0,Crime|Drama|Mystery,2366.0,3.4169484361792053
160,Congo ,1995.0,-0.05210871,-25.027225,2,Action|Adventure|Mystery|Sci-Fi,14965.0,2.6047444036084197
161,Crimson Tide ,1995.0,0.6609919,-24.625847,2,Drama|Thriller|War,23628.0,3.744201794481124
162,Crumb ,1994.0,5.286664,-20.849483,0,Documentary,5995.0,4.009924937447873
163,Desperado ,1995.0,2.0868165000000003,-22.458319,2,Action|Romance|Western,14321.0,3.445394874659591
164,Devil in a Blue Dress ,1995.0,4.175925299999999,-21.279220000000002,0,Crime|Film-Noir|Mystery|Thriller,4435.0,3.46358511837655
165,Die Hard: With a Vengeance ,1995.0,0.2873616,-24.4743,2,Action|Crime|Thriller,33940.0,3.4890247495580438
166,"Doom Generation, The ",1995.0,-1.5547556,-19.828587,3,Comedy|Crime|Drama,650.0,2.787692307692308
167,Feast of July ,1995.0,-2.2664645,-18.399815,3,Drama,79.0,3.1645569620253164
168,First Knight ,1995.0,0.12529823,-24.988564,2,Action|Drama|Romance,12084.0,3.084698775239987
169,Free Willy 2: The Adventure Home ,1995.0,-0.061304465,-25.016003,2,Adventure|Children|Drama,3358.0,2.283650982727814
170,Hackers ,1995.0,-0.27625027,-24.428034,2,Action|Adventure|Crime|Thriller,7875.0,3.1975873015873018
171,Jeffrey ,1995.0,3.8663871,-21.77419,2,Comedy|Drama,1427.0,3.6030133146461107
172,Johnny Mnemonic ,1995.0,-0.35569504,-24.630825,2,Action|Sci-Fi|Thriller,12706.0,2.7326066425310875
173,Judge Dredd ,1995.0,-0.108263224,-24.989897,2,Action|Crime|Sci-Fi,14993.0,2.5382845327819648
174,Jury Duty ,1995.0,-0.23723139999999998,-24.939857,2,Comedy,2124.0,2.455979284369115
175,Kids ,1995.0,3.5839727,-20.976232999999997,0,Drama,4801.0,3.507602582795251
176,Living in Oblivion ,1995.0,4.291912,-20.778779999999998,0,Comedy,2363.0,3.854633939906898
177,Lord of Illusions ,1995.0,-0.40098629999999996,-23.761747,2,Horror,2314.0,2.8859118409680207
178,Love & Human Remains ,1993.0,3.301917,-21.022696,0,Comedy|Drama,500.0,3.388
179,Mad Love ,1995.0,-0.2889713,-24.33044,2,Drama|Romance,1229.0,2.7506102522375917
180,Mallrats ,1995.0,1.8652716,-22.17047,2,Comedy|Romance,8400.0,3.5872619047619048
181,Mighty Morphin Power Rangers: The Movie ,1995.0,-0.25444984,-24.922522,2,Action|Children,2655.0,1.9290018832391713
182,Moonlight and Valentino ,1995.0,0.19517915,-23.445710000000002,2,Drama|Romance,697.0,3.091822094691535
183,Mute Witness ,1994.0,2.6083224,-21.654457,0,Comedy|Horror|Thriller,614.0,3.3648208469055376
184,Nadja ,1994.0,1.3304921,-18.289648,0,Drama,328.0,3.1036585365853657
185,"Net, The ",1995.0,0.1459984,-24.958174,2,Action|Crime|Thriller,24618.0,3.1104273295962304
186,Nine Months ,1995.0,0.12829643,-24.967405,2,Comedy|Romance,11222.0,2.891730529317412
187,Party Girl ,1995.0,3.2948402999999997,-19.595406,0,Comedy,943.0,3.451219512195122
188,"Prophecy, The ",1995.0,0.5227795,-22.609217,2,Fantasy|Horror|Mystery,2498.0,3.342473979183347
189,Reckless ,1995.0,1.0649652,-22.374376,0,Comedy|Fantasy,336.0,3.0014880952380953
190,Safe ,1995.0,3.1634578999999996,-17.466188,0,Thriller,960.0,3.566145833333333
191,"Scarlet Letter, The ",1995.0,-0.13220517,-24.788992,2,Drama|Romance,1664.0,2.676081730769231
192,"Show, The ",1995.0,0.07100432,-22.036023999999998,3,Documentary,81.0,3.0246913580246915
193,Showgirls ,1995.0,-0.18978789999999998,-24.968870000000003,2,Drama,7464.0,2.2340568060021435
194,Smoke ,1995.0,4.8924199999999995,-21.39188,0,Comedy|Drama,5937.0,3.84967155128853
195,Something to Talk About ,1995.0,0.12315388,-24.631829999999997,2,Comedy|Drama|Romance,3242.0,3.0894509561998764
196,Species ,1995.0,-0.06381501,-24.932878,2,Horror|Sci-Fi,13628.0,2.8502714998532435
197,"Stars Fell on Henrietta, The ",1995.0,0.39783975,-18.087809,3,Drama,110.0,3.0681818181818183
198,Strange Days ,1995.0,2.6507652000000004,-22.424232,2,Action|Crime|Drama|Mystery|Sci-Fi|Thriller,9143.0,3.4170950453899156
199,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) ",1964.0,4.4852433,-18.973072,0,Drama|Musical|Romance,1516.0,3.783641160949868
200,"Tie That Binds, The ",1995.0,-0.035360746,-23.877779,2,Thriller,339.0,2.836283185840708
201,Three Wishes ,1995.0,-0.047590499999999994,-23.700212,2,Drama|Fantasy,365.0,3.0273972602739727
202,Total Eclipse ,1995.0,0.68168604,-21.613703,0,Drama|Romance,389.0,2.9832904884318765
203,"To Wong Foo, Thanks for Everything! Julie Newmar ",1995.0,0.35594085,-24.435377,2,Comedy,5429.0,3.1474488856142937
204,Under Siege 2: Dark Territory ,1995.0,0.034474652,-25.033976000000003,2,Action,8335.0,2.949130173965207
205,Unstrung Heroes ,1995.0,3.9527214,-21.270073,0,Comedy|Drama,1355.0,3.5158671586715866
206,Unzipped ,1995.0,3.7249991999999996,-20.26521,0,Documentary,1038.0,3.4783236994219653
207,"Walk in the Clouds, A ",1995.0,0.21050403,-24.846998000000003,2,Drama|Romance,5414.0,3.371536756557074
208,Waterworld ,1995.0,0.040326644,-24.947937,2,Action|Adventure|Sci-Fi,27775.0,2.8520972097209722
209,White Man's Burden ,1995.0,-0.027250541,-23.58011,2,Drama,745.0,2.835570469798658
210,Wild Bill ,1995.0,0.45898736,-22.423583999999998,2,Western,482.0,2.8890041493775933
211,"Browning Version, The ",1994.0,4.115056500000001,-20.730782,0,Drama,579.0,3.5958549222797926
212,Bushwhacked ,1995.0,-0.33359099999999997,-24.253832,2,Adventure|Comedy|Crime|Mystery,447.0,2.5782997762863533
213,Burnt by the Sun (Utomlyonnye solntsem) ,1994.0,4.824954,-20.812557,0,Drama,1872.0,4.038461538461538
214,Before the Rain (Pred dozhdot) ,1994.0,4.610158,-20.26379,0,Drama|War,942.0,4.04723991507431
215,Before Sunrise ,1995.0,3.5245442000000002,-20.356182,0,Drama|Romance,5348.0,3.838911742707554
216,Billy Madison ,1995.0,-0.6676911,-23.649101,2,Comedy,8547.0,3.2602082602082603
217,"Babysitter, The ",1995.0,-0.21873714,-24.30409,2,Drama|Thriller,1014.0,2.730276134122288
218,Boys on the Side ,1995.0,0.37442276,-24.471018,2,Comedy|Drama,4248.0,3.2934322033898304
219,"Cure, The ",1995.0,0.596673,-23.480244,2,Drama,633.0,3.6248025276461298
220,Castle Freak ,1995.0,-3.4814116999999998,-19.185579999999998,3,Horror,275.0,2.401818181818182
222,Circle of Friends ,1995.0,4.443715,-22.12094,2,Drama|Romance,5968.0,3.5371983914209117
223,Clerks ,1994.0,4.239846,-21.700953,0,Comedy,23695.0,3.8695505380882045
224,Don Juan DeMarco ,1995.0,4.2085624,-22.280758,2,Comedy|Drama|Romance,8581.0,3.4445868779862487
225,Disclosure ,1994.0,0.32024628,-24.841757,2,Drama|Thriller,12662.0,3.2883035855315117
226,Dream Man ,1995.0,-7.713538000000001,-18.772575,1,Thriller,43.0,2.8372093023255816
227,Drop Zone ,1994.0,-0.07991343,-24.950788,2,Action|Thriller,4640.0,3.06875
228,Destiny Turns on the Radio ,1995.0,-0.05371299400000001,-23.429748999999997,2,Comedy,475.0,2.6873684210526316
229,Death and the Maiden ,1994.0,4.03029,-21.0193,0,Drama|Thriller,2428.0,3.562808896210873
230,Dolores Claiborne ,1995.0,4.411714599999999,-22.051239000000002,0,Drama|Thriller,7284.0,3.5911587040087865
231,Dumb & Dumber (Dumb and Dumber) ,1994.0,-0.5670669,-23.980207,2,Adventure|Comedy,32085.0,2.9524700015583605
232,Eat Drink Man Woman (Yin shi nan nu) ,1994.0,4.8326974,-21.435146,0,Comedy|Drama|Romance,6150.0,4.035609756097561
233,Exotica ,1994.0,4.0039754,-19.755602,0,Drama,3478.0,3.523720529039678
234,Exit to Eden ,1994.0,-0.15948110000000001,-24.94541,2,Comedy,3269.0,2.679718568369532
235,Ed Wood ,1994.0,5.223493,-21.018728,0,Comedy|Drama,16419.0,3.6636518667397526
236,French Kiss ,1995.0,0.43247637,-24.700441,2,Action|Comedy|Romance,12215.0,3.3153499795333605
237,Forget Paris ,1995.0,0.2379084,-24.730804,2,Comedy|Romance,6422.0,3.22454064154469
238,Far From Home: The Adventures of Yellow Dog ,1995.0,0.20696782,-24.110336,2,Adventure|Children,834.0,3.1690647482014387
239,"Goofy Movie, A ",1995.0,-0.06318569,-24.377619,2,Animation|Children|Comedy|Romance,3178.0,3.0547514159848963
240,Hideaway ,1995.0,-0.21486814,-24.172348,2,Thriller,837.0,2.9097968936678615
241,Fluke ,1995.0,-0.06583468,-23.829044,2,Children|Drama,562.0,3.0320284697508897
242,Farinelli: il castrato ,1994.0,3.7306468,-21.224981,0,Drama|Musical,1076.0,3.386617100371747
243,Gordy ,1995.0,-0.24493173,-23.98099,2,Children|Comedy|Fantasy,439.0,2.530751708428246
244,Gumby: The Movie ,1995.0,-4.193099,-20.122126,3,Animation|Children,285.0,2.380701754385965
245,"Glass Shield, The ",1994.0,1.1456865,-21.504244,0,Crime|Drama,255.0,2.976470588235294
246,Hoop Dreams ,1994.0,5.131533999999999,-21.234064,0,Documentary,10432.0,4.042896855828221
247,Heavenly Creatures ,1994.0,5.158030999999999,-20.733541,0,Crime|Drama,7681.0,3.840450462179404
248,Houseguest ,1994.0,-0.04983646,-24.708443,2,Comedy,3161.0,3.0256248022777603
249,Immortal Beloved ,1994.0,3.9768,-21.820273999999998,0,Drama|Romance,4950.0,3.682121212121212
250,Heavyweights (Heavy Weights) ,1995.0,-0.5144274999999999,-23.665535000000002,2,Children|Comedy,892.0,2.9854260089686098
251,"Hunted, The ",1995.0,0.16275164,-23.148508,2,Action,388.0,3.0502577319587627
252,I.Q. ,1994.0,0.25960365,-24.673676999999998,2,Comedy|Romance,10074.0,3.2227020051618025
253,Interview with the Vampire: The Vampire Chronicles ,1994.0,2.2613115,-22.401936,2,Drama|Horror,27568.0,3.4966446604759143
